created_at,full_text,cleansed,case_folding,tokenized,no_stopwords,stemmed,preprocessed_text
2025-10-31 17:50:18+00:00,@sbyfess Kalian blm slsai masalahnya walo udh cerai buktinya urusan anak aja ba berantem,Kalian blm slsai masalahnya walo udh cerai buktinya urusan anak aja ba berantem,kalian blm slsai masalahnya walo udh cerai buktinya urusan anak aja ba berantem,"['kalian', 'blm', 'slsai', 'masalahnya', 'walo', 'udh', 'cerai', 'buktinya', 'urusan', 'anak', 'aja', 'ba', 'berantem']","['slsai', 'walo', 'udh', 'cerai', 'buktinya', 'urusan', 'anak', 'aja', 'ba', 'berantem']","['slsai', 'walo', 'udh', 'cerai', 'bukti', 'urus', 'anak', 'aja', 'ba', 'antem']",slsai walo udh cerai bukti urus anak aja ba antem
2025-10-31 17:46:00+00:00,@somexthread Alah tai pengalihan issue ketika cerai nya si daddy dagu lancip kurang rame skarang onad nih lgi ada projek besar apasih dri pemerintah hah? Biar issue pertalite hilang gtu? Ga ya kontol,Alah tai pengalihan issue ketika cerai nya si daddy dagu lancip kurang rame skarang onad nih lgi ada projek besar apasih dri pemerintah hah Biar issue pertalite hilang gtu Ga ya kontol,alah tai pengalihan issue ketika cerai nya si daddy dagu lancip kurang rame skarang onad nih lgi ada projek besar apasih dri pemerintah hah biar issue pertalite hilang gtu ga ya kontol,"['alah', 'tai', 'pengalihan', 'issue', 'ketika', 'cerai', 'nya', 'si', 'daddy', 'dagu', 'lancip', 'kurang', 'rame', 'skarang', 'onad', 'nih', 'lgi', 'ada', 'projek', 'besar', 'apasih', 'dri', 'pemerintah', 'hah', 'biar', 'issue', 'pertalite', 'hilang', 'gtu', 'ga', 'ya', 'kontol']","['alah', 'tai', 'pengalihan', 'issue', 'cerai', 'daddy', 'dagu', 'lancip', 'rame', 'skarang', 'onad', 'nih', 'lgi', 'projek', 'apasih', 'dri', 'pemerintah', 'hah', 'biar', 'issue', 'pertalite', 'hilang', 'gtu', 'ga', 'ya', 'kontol']","['alah', 'tai', 'alih', 'issue', 'cerai', 'daddy', 'dagu', 'lancip', 'rame', 'skarang', 'onad', 'nih', 'lgi', 'projek', 'apasih', 'dri', 'perintah', 'hah', 'biar', 'issue', 'pertalite', 'hilang', 'gtu', 'ga', 'ya', 'kontol']",alah tai alih issue cerai daddy dagu lancip rame skarang onad nih lgi projek apasih dri perintah hah biar issue pertalite hilang gtu ga ya kontol
2025-10-31 17:20:42+00:00,Sama lagi Nama panjang aku ada Handayani Handayani bukan sekedar Handayani karena ibu aku kerja jadi Guru. Tapi Ha (nama ibu aku) 'N Da (nama bapak aku) Yani pelengkap aja. Ini ibu aku yang bilang ibu aku juga yang bikin nama. Tapi ibu aku jg yg minta cerai dulu https://t.co/sZ4aZNg9RG,Sama lagi Nama panjang aku ada Handayani Handayani bukan sekedar Handayani karena ibu aku kerja jadi Guru Tapi Ha nama ibu aku N Da nama bapak aku Yani pelengkap aja Ini ibu aku yang bilang ibu aku juga yang bikin nama Tapi ibu aku jg yg minta cerai dulu,sama lagi nama panjang aku ada handayani handayani bukan sekedar handayani karena ibu aku kerja jadi guru tapi ha nama ibu aku n da nama bapak aku yani pelengkap aja ini ibu aku yang bilang ibu aku juga yang bikin nama tapi ibu aku jg yg minta cerai dulu,"['sama', 'lagi', 'nama', 'panjang', 'aku', 'ada', 'handayani', 'handayani', 'bukan', 'sekedar', 'handayani', 'karena', 'ibu', 'aku', 'kerja', 'jadi', 'guru', 'tapi', 'ha', 'nama', 'ibu', 'aku', 'n', 'da', 'nama', 'bapak', 'aku', 'yani', 'pelengkap', 'aja', 'ini', 'ibu', 'aku', 'yang', 'bilang', 'ibu', 'aku', 'juga', 'yang', 'bikin', 'nama', 'tapi', 'ibu', 'aku', 'jg', 'yg', 'minta', 'cerai', 'dulu']","['nama', 'handayani', 'handayani', 'bukan', 'sekedar', 'handayani', 'kerja', 'guru', 'ha', 'nama', 'n', 'da', 'nama', 'yani', 'pelengkap', 'aja', 'bikin', 'nama', 'yg', 'cerai']","['nama', 'handayani', 'handayani', 'bukan', 'dar', 'handayani', 'kerja', 'guru', 'ha', 'nama', 'n', 'da', 'nama', 'yani', 'lengkap', 'aja', 'bikin', 'nama', 'yg', 'cerai']",nama handayani handayani bukan dar handayani kerja guru ha nama n da nama yani lengkap aja bikin nama yg cerai
2025-10-31 17:11:15+00:00,disuruh cepet nyusul nikah belum kesusul dah cerai duluan.,disuruh cepet nyusul nikah belum kesusul dah cerai duluan,disuruh cepet nyusul nikah belum kesusul dah cerai duluan,"['disuruh', 'cepet', 'nyusul', 'nikah', 'belum', 'kesusul', 'dah', 'cerai', 'duluan']","['disuruh', 'cepet', 'nyusul', 'nikah', 'kesusul', 'cerai', 'duluan']","['suruh', 'cepet', 'nyusul', 'nikah', 'susul', 'cerai', 'duluan']",suruh cepet nyusul nikah susul cerai duluan
2025-10-31 17:10:40+00:00,Simpulan dari live Namtan tadi adalah 1. Racha ga suka di-ship-in selain sama Namtan 2. Racha ga suka dibilang cerai sama Namtan 3. Racha tau Namtan bucin banget sama dia Racha juga bucin sih ️ 4. Mereka emang demen banget PDA di depan temen-temennya (ga heran diledekin mulu),Simpulan dari live Namtan tadi adalah Racha ga suka di ship in selain sama Namtan Racha ga suka dibilang cerai sama Namtan Racha tau Namtan bucin banget sama dia Racha juga bucin sih Mereka emang demen banget PDA di depan temen temennya ga heran diledekin mulu,simpulan dari live namtan tadi adalah racha ga suka di ship in selain sama namtan racha ga suka dibilang cerai sama namtan racha tau namtan bucin banget sama dia racha juga bucin sih mereka emang demen banget pda di depan temen temennya ga heran diledekin mulu,"['simpulan', 'dari', 'live', 'namtan', 'tadi', 'adalah', 'racha', 'ga', 'suka', 'di', 'ship', 'in', 'selain', 'sama', 'namtan', 'racha', 'ga', 'suka', 'dibilang', 'cerai', 'sama', 'namtan', 'racha', 'tau', 'namtan', 'bucin', 'banget', 'sama', 'dia', 'racha', 'juga', 'bucin', 'sih', 'mereka', 'emang', 'demen', 'banget', 'pda', 'di', 'depan', 'temen', 'temennya', 'ga', 'heran', 'diledekin', 'mulu']","['simpulan', 'live', 'namtan', 'racha', 'ga', 'suka', 'ship', 'in', 'namtan', 'racha', 'ga', 'suka', 'dibilang', 'cerai', 'namtan', 'racha', 'namtan', 'bucin', 'racha', 'bucin', 'sih', 'demen', 'pda', 'temennya', 'ga', 'heran', 'diledekin']","['simpul', 'live', 'namtan', 'racha', 'ga', 'suka', 'ship', 'in', 'namtan', 'racha', 'ga', 'suka', 'bilang', 'cerai', 'namtan', 'racha', 'namtan', 'bucin', 'racha', 'bucin', 'sih', 'demen', 'pda', 'temennya', 'ga', 'heran', 'diledekin']",simpul live namtan racha ga suka ship in namtan racha ga suka bilang cerai namtan racha namtan bucin racha bucin sih demen pda temennya ga heran diledekin
2025-10-31 17:09:17+00:00,data 2025 belum adaa tapi barusan liat artikel berita yg sumbernya dari BPS di 2024 lebih banyak yg cerai (as i expected) kayaknya taun ini pun sama.. dan mostly yg menggugat adalah pihak perempuan,data belum adaa tapi barusan liat artikel berita yg sumbernya dari BPS di lebih banyak yg cerai as i expected kayaknya taun ini pun sama dan mostly yg menggugat adalah pihak perempuan,data belum adaa tapi barusan liat artikel berita yg sumbernya dari bps di lebih banyak yg cerai as i expected kayaknya taun ini pun sama dan mostly yg menggugat adalah pihak perempuan,"['data', 'belum', 'adaa', 'tapi', 'barusan', 'liat', 'artikel', 'berita', 'yg', 'sumbernya', 'dari', 'bps', 'di', 'lebih', 'banyak', 'yg', 'cerai', 'as', 'i', 'expected', 'kayaknya', 'taun', 'ini', 'pun', 'sama', 'dan', 'mostly', 'yg', 'menggugat', 'adalah', 'pihak', 'perempuan']","['data', 'adaa', 'barusan', 'liat', 'artikel', 'berita', 'yg', 'sumbernya', 'bps', 'yg', 'cerai', 'as', 'expected', 'kayaknya', 'taun', 'mostly', 'yg', 'menggugat', 'perempuan']","['data', 'adaa', 'barusan', 'liat', 'artikel', 'berita', 'yg', 'sumber', 'bps', 'yg', 'cerai', 'as', 'expected', 'kayak', 'taun', 'mostly', 'yg', 'gugat', 'perempuan']",data adaa barusan liat artikel berita yg sumber bps yg cerai as expected kayak taun mostly yg gugat perempuan
2025-10-31 17:08:39+00:00,@akumanusialucu si clara sinta yg cerai perkara lakinye nonton dracin kak,si clara sinta yg cerai perkara lakinye nonton dracin kak,si clara sinta yg cerai perkara lakinye nonton dracin kak,"['si', 'clara', 'sinta', 'yg', 'cerai', 'perkara', 'lakinye', 'nonton', 'dracin', 'kak']","['clara', 'sinta', 'yg', 'cerai', 'perkara', 'lakinye', 'nonton', 'dracin']","['clara', 'sinta', 'yg', 'cerai', 'perkara', 'lakinye', 'nonton', 'dracin']",clara sinta yg cerai perkara lakinye nonton dracin
2025-10-31 16:54:11+00:00,@arifgilang_ @NOTASLIMBOY B aja sih Onad kegulung... Corbuzier cerai lebih ngagetin,B aja sih Onad kegulung Corbuzier cerai lebih ngagetin,b aja sih onad kegulung corbuzier cerai lebih ngagetin,"['b', 'aja', 'sih', 'onad', 'kegulung', 'corbuzier', 'cerai', 'lebih', 'ngagetin']","['b', 'aja', 'sih', 'onad', 'kegulung', 'cerai', 'ngagetin']","['b', 'aja', 'sih', 'onad', 'gulung', 'cerai', 'ngagetin']",b aja sih onad gulung cerai ngagetin
2025-10-31 16:52:25+00:00,ini lagi musim banyak yg nikah dan banyak yg cerai apa gmna dah,ini lagi musim banyak yg nikah dan banyak yg cerai apa gmna dah,ini lagi musim banyak yg nikah dan banyak yg cerai apa gmna dah,"['ini', 'lagi', 'musim', 'banyak', 'yg', 'nikah', 'dan', 'banyak', 'yg', 'cerai', 'apa', 'gmna', 'dah']","['musim', 'yg', 'nikah', 'yg', 'cerai', 'gmna']","['musim', 'yg', 'nikah', 'yg', 'cerai', 'gmna']",musim yg nikah yg cerai gmna
2025-10-31 16:50:15+00:00,These kind of menteri(s) need to attend how to answer journalist/reporter questions class with celebrities. artist malaysia ni kene tanya soalan bodo2 pon tenang je jwb. lagi2 bab cerai curg gaduh... ni menteri sentap tbh ad je menteri lain pon sama senang nau sentap.,These kind of menteri s need to attend how to answer journalist reporter questions class with celebrities artist malaysia ni kene tanya soalan bodo pon tenang je jwb lagi bab cerai curg gaduh ni menteri sentap tbh ad je menteri lain pon sama senang nau sentap,these kind of menteri s need to attend how to answer journalist reporter questions class with celebrities artist malaysia ni kene tanya soalan bodo pon tenang je jwb lagi bab cerai curg gaduh ni menteri sentap tbh ad je menteri lain pon sama senang nau sentap,"['these', 'kind', 'of', 'menteri', 's', 'need', 'to', 'attend', 'how', 'to', 'answer', 'journalist', 'reporter', 'questions', 'class', 'with', 'celebrities', 'artist', 'malaysia', 'ni', 'kene', 'tanya', 'soalan', 'bodo', 'pon', 'tenang', 'je', 'jwb', 'lagi', 'bab', 'cerai', 'curg', 'gaduh', 'ni', 'menteri', 'sentap', 'tbh', 'ad', 'je', 'menteri', 'lain', 'pon', 'sama', 'senang', 'nau', 'sentap']","['these', 'kind', 'of', 'menteri', 'need', 'attend', 'how', 'answer', 'journalist', 'reporter', 'questions', 'class', 'with', 'celebrities', 'artist', 'malaysia', 'kene', 'soalan', 'bodo', 'pon', 'tenang', 'jwb', 'bab', 'cerai', 'curg', 'gaduh', 'menteri', 'sentap', 'tbh', 'ad', 'menteri', 'pon', 'senang', 'nau', 'sentap']","['these', 'kind', 'of', 'menteri', 'need', 'attend', 'how', 'answer', 'journalist', 'reporter', 'questions', 'class', 'with', 'celebrities', 'artist', 'malaysia', 'kene', 'soal', 'bodo', 'pon', 'tenang', 'jwb', 'bab', 'cerai', 'curg', 'gaduh', 'menteri', 'sentap', 'tbh', 'ad', 'menteri', 'pon', 'senang', 'nau', 'sentap']",these kind of menteri need attend how answer journalist reporter questions class with celebrities artist malaysia kene soal bodo pon tenang jwb bab cerai curg gaduh menteri sentap tbh ad menteri pon senang nau sentap
2025-10-31 16:48:10+00:00,Kasus whoos di tutupnya sama kasus onad narkoba sama dedi kobuzer cerai ga ngaruh lah tangkep tuh lugut sama mulyono,Kasus whoos di tutupnya sama kasus onad narkoba sama dedi kobuzer cerai ga ngaruh lah tangkep tuh lugut sama mulyono,kasus whoos di tutupnya sama kasus onad narkoba sama dedi kobuzer cerai ga ngaruh lah tangkep tuh lugut sama mulyono,"['kasus', 'whoos', 'di', 'tutupnya', 'sama', 'kasus', 'onad', 'narkoba', 'sama', 'dedi', 'kobuzer', 'cerai', 'ga', 'ngaruh', 'lah', 'tangkep', 'tuh', 'lugut', 'sama', 'mulyono']","['whoos', 'tutupnya', 'onad', 'narkoba', 'dedi', 'kobuzer', 'cerai', 'ga', 'ngaruh', 'tangkep', 'lugut', 'mulyono']","['whoos', 'tutup', 'onad', 'narkoba', 'dedi', 'kobuzer', 'cerai', 'ga', 'ngaruh', 'tangkep', 'lugut', 'mulyono']",whoos tutup onad narkoba dedi kobuzer cerai ga ngaruh tangkep lugut mulyono
2025-10-31 16:24:29+00:00,benci bgt ajg itu bego banget dah. asal ngomong nikah cerai tapi bawa bawa kasus daehoon tololl nyaa,benci bgt ajg itu bego banget dah asal ngomong nikah cerai tapi bawa bawa kasus daehoon tololl nyaa,benci bgt ajg itu bego banget dah asal ngomong nikah cerai tapi bawa bawa kasus daehoon tololl nyaa,"['benci', 'bgt', 'ajg', 'itu', 'bego', 'banget', 'dah', 'asal', 'ngomong', 'nikah', 'cerai', 'tapi', 'bawa', 'bawa', 'kasus', 'daehoon', 'tololl', 'nyaa']","['benci', 'bgt', 'ajg', 'bego', 'ngomong', 'nikah', 'cerai', 'bawa', 'bawa', 'daehoon', 'tololl', 'nyaa']","['benci', 'bgt', 'ajg', 'bego', 'ngomong', 'nikah', 'cerai', 'bawa', 'bawa', 'daehoon', 'tololl', 'nyaa']",benci bgt ajg bego ngomong nikah cerai bawa bawa daehoon tololl nyaa
2025-10-31 16:17:08+00:00,@flowernattawin Aku setuju banget sii sama kamu kak ortu ku dh pisah dri aku masih kecil ya karena ayah ku suka slengki jd sama mama ku langsung d cerai karena pada dasarnya mama ku yg lebih berpower d kluarga dan smpai skrang memutuskan gak mau nikah lagi katanya ngerepotin,Aku setuju banget sii sama kamu kak ortu ku dh pisah dri aku masih kecil ya karena ayah ku suka slengki jd sama mama ku langsung d cerai karena pada dasarnya mama ku yg lebih berpower d kluarga dan smpai skrang memutuskan gak mau nikah lagi katanya ngerepotin,aku setuju banget sii sama kamu kak ortu ku dh pisah dri aku masih kecil ya karena ayah ku suka slengki jd sama mama ku langsung d cerai karena pada dasarnya mama ku yg lebih berpower d kluarga dan smpai skrang memutuskan gak mau nikah lagi katanya ngerepotin,"['aku', 'setuju', 'banget', 'sii', 'sama', 'kamu', 'kak', 'ortu', 'ku', 'dh', 'pisah', 'dri', 'aku', 'masih', 'kecil', 'ya', 'karena', 'ayah', 'ku', 'suka', 'slengki', 'jd', 'sama', 'mama', 'ku', 'langsung', 'd', 'cerai', 'karena', 'pada', 'dasarnya', 'mama', 'ku', 'yg', 'lebih', 'berpower', 'd', 'kluarga', 'dan', 'smpai', 'skrang', 'memutuskan', 'gak', 'mau', 'nikah', 'lagi', 'katanya', 'ngerepotin']","['setuju', 'sii', 'ortu', 'dh', 'pisah', 'dri', 'ya', 'ayah', 'suka', 'slengki', 'mama', 'langsung', 'd', 'cerai', 'dasarnya', 'mama', 'yg', 'berpower', 'd', 'kluarga', 'smpai', 'skrang', 'memutuskan', 'gak', 'nikah', 'ngerepotin']","['tuju', 'sii', 'ortu', 'dh', 'pisah', 'dri', 'ya', 'ayah', 'suka', 'slengki', 'mama', 'langsung', 'd', 'cerai', 'dasar', 'mama', 'yg', 'berpower', 'd', 'kluarga', 'smpai', 'skrang', 'putus', 'gak', 'nikah', 'ngerepotin']",tuju sii ortu dh pisah dri ya ayah suka slengki mama langsung d cerai dasar mama yg berpower d kluarga smpai skrang putus gak nikah ngerepotin
2025-10-31 16:09:24+00:00,dan gua gamau pas gua nikah sama lu ternyata gua udah mulai sadar kalo lu ga seindah ekspektasi gw ... dan gw malu sama society untuk minta cerai. that means gw hrs hidup dlm kesedihan trs hell nah,dan gua gamau pas gua nikah sama lu ternyata gua udah mulai sadar kalo lu ga seindah ekspektasi gw dan gw malu sama society untuk minta cerai that means gw hrs hidup dlm kesedihan trs hell nah,dan gua gamau pas gua nikah sama lu ternyata gua udah mulai sadar kalo lu ga seindah ekspektasi gw dan gw malu sama society untuk minta cerai that means gw hrs hidup dlm kesedihan trs hell nah,"['dan', 'gua', 'gamau', 'pas', 'gua', 'nikah', 'sama', 'lu', 'ternyata', 'gua', 'udah', 'mulai', 'sadar', 'kalo', 'lu', 'ga', 'seindah', 'ekspektasi', 'gw', 'dan', 'gw', 'malu', 'sama', 'society', 'untuk', 'minta', 'cerai', 'that', 'means', 'gw', 'hrs', 'hidup', 'dlm', 'kesedihan', 'trs', 'hell', 'nah']","['gua', 'gamau', 'gua', 'nikah', 'lu', 'gua', 'sadar', 'lu', 'ga', 'seindah', 'ekspektasi', 'gw', 'gw', 'malu', 'society', 'cerai', 'that', 'means', 'gw', 'hrs', 'hidup', 'dlm', 'kesedihan', 'trs', 'hell']","['gua', 'gamau', 'gua', 'nikah', 'lu', 'gua', 'sadar', 'lu', 'ga', 'indah', 'ekspektasi', 'gw', 'gw', 'malu', 'society', 'cerai', 'that', 'means', 'gw', 'hrs', 'hidup', 'dlm', 'sedih', 'trs', 'hell']",gua gamau gua nikah lu gua sadar lu ga indah ekspektasi gw gw malu society cerai that means gw hrs hidup dlm sedih trs hell
2025-10-31 16:06:16+00:00,biarin aja lu indah sesuai sama ekspektasi gw kalo secara realita lu nyebelin pas udh nikah ketauan kan gw gabisa cerai sm lu,biarin aja lu indah sesuai sama ekspektasi gw kalo secara realita lu nyebelin pas udh nikah ketauan kan gw gabisa cerai sm lu,biarin aja lu indah sesuai sama ekspektasi gw kalo secara realita lu nyebelin pas udh nikah ketauan kan gw gabisa cerai sm lu,"['biarin', 'aja', 'lu', 'indah', 'sesuai', 'sama', 'ekspektasi', 'gw', 'kalo', 'secara', 'realita', 'lu', 'nyebelin', 'pas', 'udh', 'nikah', 'ketauan', 'kan', 'gw', 'gabisa', 'cerai', 'sm', 'lu']","['biarin', 'aja', 'lu', 'indah', 'sesuai', 'ekspektasi', 'gw', 'realita', 'lu', 'nyebelin', 'udh', 'nikah', 'ketauan', 'gw', 'gabisa', 'cerai', 'lu']","['biarin', 'aja', 'lu', 'indah', 'sesuai', 'ekspektasi', 'gw', 'realita', 'lu', 'nyebelin', 'udh', 'nikah', 'tau', 'gw', 'gabisa', 'cerai', 'lu']",biarin aja lu indah sesuai ekspektasi gw realita lu nyebelin udh nikah tau gw gabisa cerai lu
2025-10-31 16:00:51+00:00,Beranda Selebriti Daftar 9 Artis yang Bercerai Sampai Oktober 2025 Mulai dari Raisa sampai Deddy Corbuzier Raisa dan Hamish Daud https://t.co/UUtixl6Tkv} https://t.co/1DjgrdRHGE,Beranda Selebriti Daftar Artis yang Bercerai Sampai Oktober Mulai dari Raisa sampai Deddy Corbuzier Raisa dan Hamish Daud,beranda selebriti daftar artis yang bercerai sampai oktober mulai dari raisa sampai deddy corbuzier raisa dan hamish daud,"['beranda', 'selebriti', 'daftar', 'artis', 'yang', 'bercerai', 'sampai', 'oktober', 'mulai', 'dari', 'raisa', 'sampai', 'deddy', 'corbuzier', 'raisa', 'dan', 'hamish', 'daud']","['beranda', 'selebriti', 'daftar', 'artis', 'bercerai', 'oktober']","['beranda', 'selebriti', 'daftar', 'artis', 'cerai', 'oktober']",beranda selebriti daftar artis cerai oktober
2025-10-31 15:54:33+00:00,@jek___ Stad ente selain buka bisnis usaha legalitas. Ente juga jadi mediator artis-artis yang lg mau cerai ya?!,Stad ente selain buka bisnis usaha legalitas Ente juga jadi mediator artis artis yang lg mau cerai ya,stad ente selain buka bisnis usaha legalitas ente juga jadi mediator artis artis yang lg mau cerai ya,"['stad', 'ente', 'selain', 'buka', 'bisnis', 'usaha', 'legalitas', 'ente', 'juga', 'jadi', 'mediator', 'artis', 'artis', 'yang', 'lg', 'mau', 'cerai', 'ya']","['stad', 'ente', 'buka', 'bisnis', 'usaha', 'legalitas', 'ente', 'mediator', 'artis', 'artis', 'cerai', 'ya']","['stad', 'ente', 'buka', 'bisnis', 'usaha', 'legalitas', 'ente', 'mediator', 'artis', 'artis', 'cerai', 'ya']",stad ente buka bisnis usaha legalitas ente mediator artis artis cerai ya
2025-10-31 15:50:12+00:00,Male-sentris banget nih /wp/ hadehhh cerai aja kenapa sih.. sulit benerr hidup tanpa laki yg mau naik darah bisa baca cerita ini si ML brengsek banget wkwkw nyesel sih nyesel.. tapi FL deserve better menurutku https://t.co/fogg47uTqR,Male sentris banget nih wp hadehhh cerai aja kenapa sih sulit benerr hidup tanpa laki yg mau naik darah bisa baca cerita ini si ML brengsek banget wkwkw nyesel sih nyesel tapi FL deserve better menurutku,male sentris banget nih wp hadehhh cerai aja kenapa sih sulit benerr hidup tanpa laki yg mau naik darah bisa baca cerita ini si ml brengsek banget wkwkw nyesel sih nyesel tapi fl deserve better menurutku,"['male', 'sentris', 'banget', 'nih', 'wp', 'hadehhh', 'cerai', 'aja', 'kenapa', 'sih', 'sulit', 'benerr', 'hidup', 'tanpa', 'laki', 'yg', 'mau', 'naik', 'darah', 'bisa', 'baca', 'cerita', 'ini', 'si', 'ml', 'brengsek', 'banget', 'wkwkw', 'nyesel', 'sih', 'nyesel', 'tapi', 'fl', 'deserve', 'better', 'menurutku']","['male', 'sentris', 'nih', 'wp', 'hadehhh', 'cerai', 'aja', 'sih', 'sulit', 'benerr', 'hidup', 'laki', 'yg', 'darah', 'baca', 'cerita', 'ml', 'brengsek', 'wkwkw', 'nyesel', 'sih', 'nyesel', 'fl', 'deserve', 'better', 'menurutku']","['male', 'sentris', 'nih', 'wp', 'hadehhh', 'cerai', 'aja', 'sih', 'sulit', 'benerr', 'hidup', 'laki', 'yg', 'darah', 'baca', 'cerita', 'ml', 'brengsek', 'wkwkw', 'nyesel', 'sih', 'nyesel', 'fl', 'deserve', 'better', 'turut']",male sentris nih wp hadehhh cerai aja sih sulit benerr hidup laki yg darah baca cerita ml brengsek wkwkw nyesel sih nyesel fl deserve better turut
